Dataset,Horizon_min,Horizon_steps,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,RareRMSE_kW,RMSE_persist_kW,SkillScore
HKUST,15,1,MLP,123,ID_UG Hall8,2000,124,0.288372975934372,0.124699020298084,0.0547878247032596,0.59238236517785,0.30206893914317,0.0453405214307943
HKUST,15,1,MLP,123,ID_UG Hall9,2000,110,0.336175698344939,0.137574456440167,0.0589058521718834,0.832909814619462,0.367788106133997,0.0859527735177518
HKUST,15,1,MLP,123,ID_Wong Check She Research Centre,2000,121,1.28844079630817,0.562845679819564,0.0539870796428003,2.41856883112523,1.40718708938737,0.0843855760010513
HKUST,15,1,MLP,123,ID_Zone A1,2000,132,0.353692450150098,0.151297604871772,0.0473134876617244,0.694155037661945,0.384689125523812,0.0805759074460658
HKUST,15,1,MLP,123,ID_Zone A2,2000,123,2.43644496017063,1.07346986804348,0.0531583970602104,5.24908673550803,2.63950471260002,0.076931005828502
HKUST,15,1,MLP,123,ID_Zone A4,2000,114,0.617295455117496,0.26599749497636,0.0487325692837685,1.45989114563134,0.664728144556819,0.0713565234565884
HKUST,15,1,MLP,123,ID_Zone A5,2000,117,0.20138630599865,0.0889041029322979,0.0498112303019918,0.303354228541657,0.216976788533009,0.0718532274339927
HKUST,15,1,MLP,123,ID_Zone A6,2000,105,0.714059631171478,0.301986071795091,0.0562827801033718,1.38304902276276,0.782194377786863,0.0871071801975419
HKUST,15,1,MLP,123,ID_Zone A7,2000,106,0.12613447500365,0.053771794951977,0.0475440915957971,0.252839622935576,0.137023089478432,0.0794655449401201
HKUST,15,1,MLP,123,ID_Zone D,2000,120,1.07718869243115,0.451290206841585,0.0591391567657672,2.45753865539165,1.14909998921857,0.0625805390846129
HKUST,15,1,MLP,123,ID_Zone J1,2000,122,0.291085824958852,0.129672542494491,0.0546770450339991,0.501799668814446,0.314042248853991,0.0730997946260774
HKUST,15,1,MLP,123,ID_Zone J2,2000,133,0.404241112333366,0.18593821720123,0.036641980925208,0.94385539170474,0.428232073977153,0.0560232712626469
HKUST,15,1,MLP,123,ID_Zone L2,2000,121,0.123102318620789,0.0542485695771569,0.0621101506663922,0.184026772617548,0.130923633427577,0.0597395183896559
HKUST,15,1,LSTM,42,ID_Indoor Sports Centre,2000,130,0.488788093256009,0.199226693882204,0.0570081750940063,1.19126363358514,0.516986030133785,0.0545429377859195
HKUST,15,1,LSTM,42,ID_LSK North,2000,120,0.777017724161753,0.310731589330359,0.0580391739923022,1.5461400999724,0.872108543847056,0.109035532739809
HKUST,15,1,LSTM,42,ID_LSK South,2000,98,0.318250627359768,0.110107548093402,0.0543625083674145,0.969760151792868,0.339053528433425,0.0613558017513489
HKUST,15,1,LSTM,42,ID_Library,2000,129,1.89115790492505,0.719743275288826,0.0567017594044816,4.47631546831086,2.04746554369627,0.0763420118362748
HKUST,15,1,LSTM,42,ID_S H Ho Sports Hall,2000,95,0.43995644207662,0.17184776019265,0.0463049654443,1.17399624682469,0.445538015184811,0.0125277146235793
HKUST,15,1,LSTM,42,ID_SQ Apartment1-12,2000,109,0.238104425653345,0.097732219865576,0.0545860673208034,0.578636021266985,0.263189724833008,0.095312608406651
HKUST,15,1,LSTM,42,ID_SQ Apartment13-24,2000,128,0.249290766328772,0.102524314070358,0.0573873771475075,0.572101653727217,0.284932322586201,0.125087796056014
HKUST,15,1,LSTM,42,ID_SQ Apartment25-36,2000,131,0.240612333325631,0.0991525954423244,0.05536408958252,0.599145993805088,0.267704428595672,0.101201520692657
HKUST,15,1,LSTM,42,ID_SQ Apartment37-48,2000,132,0.149198636393309,0.060379925639875,0.0488994688503309,0.377121467313463,0.159872637768451,0.0667656549871981
HKUST,15,1,LSTM,42,ID_SQ Block P,2000,115,0.42046048406204,0.170401579097533,0.0550231477588283,1.12704611436801,0.453979841213434,0.0738344615959157
HKUST,15,1,LSTM,42,ID_SQ Block R,2000,104,0.437589794145258,0.178441182234679,0.0553041666323652,1.22291739770556,0.477859518421014,0.0842710518957941
HKUST,15,1,LSTM,42,ID_SQ Block S,2000,137,0.371358448133325,0.159574092281151,0.0543624286553566,0.92610744693526,0.388067061141879,0.0430559938774231
HKUST,15,1,LSTM,42,ID_SQ1,2000,128,0.403070621751533,0.159672832380005,0.058492326476786,1.08463495848379,0.435227673442207,0.0738855859884652
HKUST,15,1,LSTM,42,ID_SQ2,2000,109,0.385669912315775,0.155552613065967,0.0562529043634444,0.997039291246772,0.410934268994639,0.0614802867151325
HKUST,15,1,LSTM,42,ID_SQ3,2000,117,0.375020728908805,0.160172595711702,0.0520612663249978,0.750816763205063,0.411795491353182,0.0893034606171454
HKUST,15,1,LSTM,42,ID_SQ4,2000,110,0.449930040557398,0.18231387343888,0.0602396626800642,1.12298717923762,0.485108099209767,0.0725159169877261
HKUST,15,1,LSTM,42,ID_SQ567,2000,115,0.52527423878134,0.214615463574882,0.0533538754082072,1.34232333857494,0.562355583717461,0.0659393202624482
HKUST,15,1,LSTM,42,ID_Shaw Auditorium,2000,121,0.959869224688479,0.395918437905579,0.0581182045984106,1.78723979546019,1.05592628328588,0.0909694740228361
HKUST,15,1,LSTM,42,ID_UG Hall2 2F,2000,121,0.168832525411633,0.071779481279322,0.0415147825901742,0.410017651791676,0.164282466019308,-0.0276965613103857
HKUST,15,1,LSTM,42,ID_UG Hall2 RF,2000,146,0.0922768222354301,0.0400854492761182,0.0442787054872505,0.191107360335184,0.0952818751036779,0.0315385572017552
HKUST,15,1,LSTM,42,ID_UG Hall3,2000,123,0.332107473050851,0.134340453563957,0.0601289408239982,0.698755181746105,0.370197469192281,0.102891022525187
HKUST,15,1,LSTM,42,ID_UG Hall4,2000,103,0.324202571811693,0.134642318075409,0.050590528443947,0.788867903177744,0.356855022523767,0.0915006057113836
HKUST,15,1,LSTM,42,ID_UG Hall6,2000,101,0.342091514619051,0.132690043614523,0.055879045184425,0.8690681212417,0.379267083474922,0.0980194972768561
HKUST,15,1,LSTM,42,ID_UG Hall7,2000,122,0.312420223231113,0.125074251150834,0.050374839884989,0.830925408001533,0.325702560842909,0.0407805746980379
HKUST,15,1,LSTM,42,ID_UG Hall8,2000,124,0.28520645861663,0.120688986932165,0.0541862198019605,0.614940129357205,0.30206893914317,0.0558232851559364
HKUST,15,1,LSTM,42,ID_UG Hall9,2000,110,0.338862246486785,0.132633348779687,0.0593765982980175,0.8950124377682,0.367788106133997,0.0786481649753873
HKUST,15,1,LSTM,42,ID_Wong Check She Research Centre,2000,121,1.26355636487278,0.536352163687942,0.0529443947281211,2.63784950023832,1.40718708938737,0.102069387644194
HKUST,15,1,LSTM,42,ID_Zone A1,2000,132,0.366542195818589,0.153541865415916,0.0490323999056372,0.755856297447739,0.384689125523812,0.0471729729310995
HKUST,15,1,LSTM,42,ID_Zone A2,2000,123,2.38820873857476,1.00825841894867,0.0521059783673221,5.583302419747,2.63950471260002,0.0952057303878516
HKUST,15,1,LSTM,42,ID_Zone A4,2000,114,0.617278409343627,0.256379847102908,0.0487312236001917,1.58437755674467,0.664728144556819,0.0713821666823311
HKUST,15,1,LSTM,42,ID_Zone A5,2000,117,0.193673643283813,0.0831100545442239,0.047903567232126,0.337775197878703,0.216976788533009,0.107399254117226
HKUST,15,1,LSTM,42,ID_Zone A6,2000,105,0.712232161378352,0.296684626583124,0.0561387373987823,1.48464691074359,0.782194377786863,0.0894435173600469
HKUST,15,1,LSTM,42,ID_Zone A7,2000,106,0.127194311491822,0.0525046645513366,0.0479435776448631,0.277911534464388,0.137023089478432,0.0717308157626793
HKUST,15,1,LSTM,42,ID_Zone D,2000,120,1.07869931325964,0.44446252118164,0.0592220919493774,2.61493851109627,1.14909998921857,0.0612659269162543
HKUST,15,1,LSTM,42,ID_Zone J1,2000,122,0.290540659764584,0.123133330028105,0.0545746421709186,0.562504829012227,0.314042248853991,0.0748357559378352
HKUST,15,1,LSTM,42,ID_Zone J2,2000,133,0.432218474364267,0.191031019622373,0.0391779574367424,1.02910227013196,0.428232073977153,-0.00930897200223857
HKUST,15,1,LSTM,42,ID_Zone L2,2000,121,0.118866208934351,0.0503007134786834,0.0599728602090571,0.204450865411152,0.130923633427577,0.0920950952670841
HKUST,15,1,LSTM,7,ID_Indoor Sports Centre,2000,130,0.498533234954046,0.230971050157539,0.0581447673144443,1.06178260171946,0.516986030133785,0.0356930247708318
HKUST,15,1,LSTM,7,ID_LSK North,2000,120,0.813187783659338,0.363673472545917,0.0607408889097538,1.37836543228308,0.872108543847056,0.0675612692977486
HKUST,15,1,LSTM,7,ID_LSK South,2000,98,0.320541351480292,0.132763605920929,0.0547538022046094,0.868249021093181,0.339053528433425,0.0545995702763148
HKUST,15,1,LSTM,7,ID_Library,2000,129,1.88120174612123,0.752649837506637,0.0564032482544522,4.00583205532313,2.04746554369627,0.0812046864900519
HKUST,15,1,LSTM,7,ID_S H Ho Sports Hall,2000,95,0.42919156484997,0.189493092084179,0.0451719731288806,1.03506354134582,0.445538015184811,0.0366892381294558
HKUST,15,1,LSTM,7,ID_SQ Apartment1-12,2000,109,0.247444274098688,0.115243505574785,0.0567272522005243,0.497977360283055,0.263189724833008,0.0598254766378525
HKUST,15,1,LSTM,7,ID_SQ Apartment13-24,2000,128,0.259317078290635,0.122769272422058,0.0596954600116562,0.484655658737454,0.284932322586201,0.0898993980853711
HKUST,15,1,LSTM,7,ID_SQ Apartment25-36,2000,131,0.244966552589726,0.11451195570883,0.0563659808075759,0.52613585036731,0.267704428595672,0.0849364955418366
HKUST,15,1,LSTM,7,ID_SQ Apartment37-48,2000,132,0.146846122694167,0.0658176452556412,0.0481284385438075,0.327487987665574,0.159872637768451,0.0814805788914971
HKUST,15,1,LSTM,7,ID_SQ Block P,2000,115,0.421261904394648,0.192506743730668,0.0551280248425245,0.989158034145704,0.453979841213434,0.0720691401876674
HKUST,15,1,LSTM,7,ID_SQ Block R,2000,104,0.445249879497038,0.203544274860969,0.0562722756750827,1.07191929445976,0.477859518421014,0.0682410576056479
HKUST,15,1,LSTM,7,ID_SQ Block S,2000,137,0.359375395796181,0.164023633220603,0.0526082533268405,0.815056127524774,0.388067061141879,0.0739348123524681
HKUST,15,1,LSTM,7,ID_SQ1,2000,128,0.407028702860816,0.182487753177978,0.0590667106168649,0.982351986720056,0.435227673442207,0.0647913087841274
HKUST,15,1,LSTM,7,ID_SQ2,2000,109,0.385287310263184,0.174258869429574,0.0561970989298693,0.879390755661846,0.410934268994639,0.0624113408555612
HKUST,15,1,LSTM,7,ID_SQ3,2000,117,0.39827564386567,0.190564525245063,0.05528956872966,0.646983369733256,0.411795491353182,0.0328314606920163
HKUST,15,1,LSTM,7,ID_SQ4,2000,110,0.458076070481907,0.209870591481393,0.0613303080040041,1.00961842222805,0.485108099209767,0.0557237217269609
HKUST,15,1,LSTM,7,ID_SQ567,2000,115,0.538707359009385,0.248562370616026,0.0547183227198692,1.18324254833407,0.562355583717461,0.0420520848246044
HKUST,15,1,LSTM,7,ID_Shaw Auditorium,2000,121,1.02050571020576,0.472470656618572,0.0617896252261171,1.55246022968563,1.05592628328588,0.033544551017239
HKUST,15,1,LSTM,7,ID_UG Hall2 2F,2000,121,0.16187251965654,0.0741138019080162,0.0398033639814399,0.362654583442202,0.164282466019308,0.0146695287766427
HKUST,15,1,LSTM,7,ID_UG Hall2 RF,2000,146,0.0878823501844953,0.0401305115047826,0.0421700336777809,0.169248365412234,0.0952818751036779,0.0776593125516372
HKUST,15,1,LSTM,7,ID_UG Hall3,2000,123,0.333450198193342,0.152478572582647,0.0603720447803591,0.586929849726614,0.370197469192281,0.0992639714126536
HKUST,15,1,LSTM,7,ID_UG Hall4,2000,103,0.334854871087181,0.156090449110607,0.0522527775941572,0.682783964449202,0.356855022523767,0.0616501101231394
HKUST,15,1,LSTM,7,ID_UG Hall6,2000,101,0.359348126704845,0.157621662142418,0.0586978318694619,0.774242057599272,0.379267083474922,0.0525196033032331
HKUST,15,1,LSTM,7,ID_UG Hall7,2000,122,0.309017865692683,0.138016687945581,0.0498262415437637,0.74909123852305,0.325702560842909,0.0512267852823943
HKUST,15,1,LSTM,7,ID_UG Hall8,2000,124,0.293065584801747,0.140251673791868,0.0556793709072465,0.525547160521832,0.30206893914317,0.0298056277052562
HKUST,15,1,LSTM,7,ID_UG Hall9,2000,110,0.347914554647909,0.155128787799751,0.0609627746010003,0.809651942850156,0.367788106133997,0.0540353294590961
HKUST,15,1,LSTM,7,ID_Wong Check She Research Centre,2000,121,1.31575460877201,0.628328813420684,0.0551315582816783,2.28940580747794,1.40718708938737,0.0649753549509638
HKUST,15,1,LSTM,7,ID_Zone A1,2000,132,0.36399108827271,0.167390051465395,0.0486911378986463,0.676284825343074,0.384689125523812,0.0538045810962772
HKUST,15,1,LSTM,7,ID_Zone A2,2000,123,2.54169843658892,1.23632109148505,0.0554548191763988,4.96630418312363,2.63950471260002,0.0370547836282341
HKUST,15,1,LSTM,7,ID_Zone A4,2000,114,0.633717263142074,0.294493977471828,0.0500289936955928,1.39405169086758,0.664728144556819,0.0466519759523948
HKUST,15,1,LSTM,7,ID_Zone A5,2000,117,0.207736286508647,0.0974950458779738,0.0513818452453868,0.288197368305646,0.216976788533009,0.0425875140232179
HKUST,15,1,LSTM,7,ID_Zone A6,2000,105,0.725939434802102,0.330650816972135,0.0572191562073067,1.29733849082264,0.782194377786863,0.0719193906045811
HKUST,15,1,LSTM,7,ID_Zone A7,2000,106,0.129201254320556,0.0608992159027241,0.0487000581683211,0.237021027530253,0.137023089478432,0.057084066544184
HKUST,15,1,LSTM,7,ID_Zone D,2000,120,1.07736381308037,0.479770830556562,0.0591487711328692,2.35124482925113,1.14909998921857,0.062428140989703
HKUST,15,1,LSTM,7,ID_Zone J1,2000,122,0.298209007041604,0.144648721399839,0.0560150509213659,0.487797915520244,0.314042248853991,0.0504175532756033
HKUST,15,1,LSTM,7,ID_Zone J2,2000,133,0.425604860695853,0.21288995612798,0.0385784738649555,0.905852270801084,0.428232073977153,0.0061350222016302
HKUST,15,1,LSTM,7,ID_Zone L2,2000,121,0.125986113849987,0.0574390044151371,0.0635651432139191,0.173834808536509,0.130923633427577,0.0377129739553134
HKUST,15,1,LSTM,123,ID_Indoor Sports Centre,2000,130,0.490632840151267,0.209056926066962,0.0572233310183423,1.17170387179821,0.516986030133785,0.0509746655546935
HKUST,15,1,LSTM,123,ID_LSK North,2000,120,0.786029594954289,0.326815148262966,0.0587123137684744,1.52695035662411,0.872108543847056,0.0987021048011461
HKUST,15,1,LSTM,123,ID_LSK South,2000,98,0.317241471071862,0.116119215174472,0.0541901276635633,0.950080228032576,0.339053528433425,0.0643321939823014
HKUST,15,1,LSTM,123,ID_Library,2000,129,1.90564880839601,0.75892278745556,0.0571362338182917,4.38765762760603,2.04746554369627,0.0692645284004343
HKUST,15,1,LSTM,123,ID_S H Ho Sports Hall,2000,95,0.444626202471873,0.188529270673317,0.0467964529486419,1.1516558868661,0.445538015184811,0.00204654301510077
HKUST,15,1,LSTM,123,ID_SQ Apartment1-12,2000,109,0.239537310645888,0.101908332682648,0.0549145599830095,0.569721748531569,0.263189724833008,0.0898683039473807
HKUST,15,1,LSTM,123,ID_SQ Apartment13-24,2000,128,0.250538588486223,0.107359317021706,0.0576746290253736,0.568928236183147,0.284932322586201,0.12070843275274
HKUST,15,1,LSTM,123,ID_SQ Apartment25-36,2000,131,0.239015227987707,0.103050271691541,0.0549966010095966,0.587776140415366,0.267704428595672,0.107167448661435
HKUST,15,1,LSTM,123,ID_SQ Apartment37-48,2000,132,0.149790084253313,0.0646512847022316,0.0490933143633058,0.369959469879543,0.159872637768451,0.0630661610133731
HKUST,15,1,LSTM,123,ID_SQ Block P,2000,115,0.421469277707871,0.177106778491028,0.055155162547225,1.10649657730631,0.453979841213434,0.0716123504926245
HKUST,15,1,LSTM,123,ID_SQ Block R,2000,104,0.441403048327738,0.187762669516146,0.0557860993637519,1.21331745817336,0.477859518421014,0.076291187447178
HKUST,15,1,LSTM,123,ID_SQ Block S,2000,137,0.371611806369676,0.166485728432385,0.0543995172664198,0.90609774511545,0.388067061141879,0.0424031215733285
HKUST,15,1,LSTM,123,ID_SQ1,2000,128,0.401357938612347,0.16600658677842,0.0582437873476051,1.06022601659573,0.435227673442207,0.0778207290037084
HKUST,15,1,LSTM,123,ID_SQ2,2000,109,0.385424447159648,0.162208149235196,0.0562171013943477,0.975340520565697,0.410934268994639,0.0620776210691839
HKUST,15,1,LSTM,123,ID_SQ3,2000,117,0.379102628556552,0.168469398840617,0.0526279253075334,0.74151315729189,0.411795491353182,0.0793910168593631
HKUST,15,1,LSTM,123,ID_SQ4,2000,110,0.450682594543641,0.190196335979664,0.0603404196738039,1.10098254080068,0.485108099209767,0.0709646050482458
HKUST,15,1,LSTM,123,ID_SQ567,2000,115,0.529088054012306,0.225515900952312,0.0537412574795895,1.32585529626374,0.562355583717461,0.0591574631218904
HKUST,15,1,LSTM,123,ID_Shaw Auditorium,2000,121,0.96555467575592,0.411054687650922,0.0584624475430463,1.77893552775409,1.05592628328588,0.0855851482820765
HKUST,15,1,LSTM,123,ID_UG Hall2 2F,2000,121,0.171814847137834,0.0805117550996435,0.04224811544636,0.402426227801613,0.164282466019308,-0.0458501829260425
HKUST,15,1,LSTM,123,ID_UG Hall2 RF,2000,146,0.0922571456069137,0.0424441402816138,0.0442692637269259,0.188241263807804,0.0952818751036779,0.0317450668710388
HKUST,15,1,LSTM,123,ID_UG Hall3,2000,123,0.332910216345467,0.138985545057483,0.0602742796313889,0.69201302972261,0.370197469192281,0.100722603339698
HKUST,15,1,LSTM,123,ID_UG Hall4,2000,103,0.327119868133493,0.142114925465484,0.0510457609910629,0.781413162030594,0.356855022523767,0.0833255874612047
HKUST,15,1,LSTM,123,ID_UG Hall6,2000,101,0.344192229981359,0.13948243927931,0.0562221871906826,0.853418310522744,0.379267083474922,0.0924806159611857
HKUST,15,1,LSTM,123,ID_UG Hall7,2000,122,0.313265954564799,0.133019707944314,0.050511206155007,0.812799638048793,0.325702560842909,0.0381839376574882
HKUST,15,1,LSTM,123,ID_UG Hall8,2000,124,0.288129945903944,0.127119425013049,0.0547416515600878,0.61064391006166,0.30206893914317,0.0461450729716362
HKUST,15,1,LSTM,123,ID_UG Hall9,2000,110,0.339976083850139,0.138698705290677,0.0595717686788398,0.883701686782386,0.367788106133997,0.0756196892178047
HKUST,15,1,LSTM,123,ID_Wong Check She Research Centre,2000,121,1.27309348605679,0.558750376108805,0.0533440105446949,2.60084682711113,1.40718708938737,0.095291951114303
HKUST,15,1,LSTM,123,ID_Zone A1,2000,132,0.366174604799845,0.159548161634999,0.0489832272045446,0.753982955215915,0.384689125523812,0.0481285263750475
HKUST,15,1,LSTM,123,ID_Zone A2,2000,123,2.41362447649302,1.05602634558933,0.0526604993640706,5.56826277473298,2.63950471260002,0.0855767504519819
HKUST,15,1,LSTM,123,ID_Zone A4,2000,114,0.624799969361762,0.275631182276064,0.0493250153439458,1.55428218665364,0.664728144556819,0.0600669243840694
HKUST,15,1,LSTM,123,ID_Zone A5,2000,117,0.196302206904435,0.0886604766669156,0.0485537206138118,0.335425447545625,0.216976788533009,0.095284761878707
HKUST,15,1,LSTM,123,ID_Zone A6,2000,105,0.715895076608621,0.308895887711846,0.056427451454924,1.4659082358311,0.782194377786863,0.0847606465362599
HKUST,15,1,LSTM,123,ID_Zone A7,2000,106,0.128284683056218,0.0555894804258818,0.0483545733344205,0.278303297852954,0.137023089478432,0.0637732403748631
HKUST,15,1,LSTM,123,ID_Zone D,2000,120,1.08239691700068,0.461614807572546,0.059425095535319,2.56309789476428,1.14909998921857,0.0580481009866252
HKUST,15,1,LSTM,123,ID_Zone J1,2000,122,0.291540405097932,0.129059447751622,0.0547624325609923,0.556466688727163,0.314042248853991,0.071652281940322
HKUST,15,1,LSTM,123,ID_Zone J2,2000,133,0.430742085828647,0.203762208576921,0.0390441318586161,1.00613518812852,0.428232073977153,-0.00586133548611145
HKUST,15,1,LSTM,123,ID_Zone L2,2000,121,0.119015618787057,0.052654940279668,0.0600482435858006,0.202555524823741,0.130923633427577,0.0909538967775976
HKUST,15,1,Transformer,42,ID_Indoor Sports Centre,2000,130,0.48686661785998,0.194250508424471,0.0567840701959389,1.06866502256889,0.516986030133785,0.0582596250541064
HKUST,15,1,Transformer,42,ID_LSK North,2000,120,0.800873056016259,0.311230023208661,0.0598210429421275,1.41500732251824,0.872108543847056,0.0816819056909613
HKUST,15,1,Transformer,42,ID_LSK South,2000,98,0.315266800178132,0.108540245458836,0.0538528209821159,0.867550768369667,0.339053528433425,0.070156262243304
HKUST,15,1,Transformer,42,ID_Library,2000,129,1.88672417283138,0.680206899861238,0.0565688247564631,4.02790428268023,2.04746554369627,0.0785074851978739
